att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,class
0.595745,34,0.03996,0.15,0.536894,0.15,0.002601,0.02,0.609788,0.05,0.571491,0
0.617021,31,0.03996,0.11,0.52648,0.04,0.002594,0.05,0.607975,0.02,0.583772,0
0.638298,27,0.03996,0.14,0.519637,0.09,0.002586,0.04,0.590627,0.06,0.608333,0
0.659574,39,0.03996,0.07,0.522464,0.01,0.002588,0.12,0.605904,0.08,0.575439,0
0.680851,1,0.03996,0.04,0.545225,0.05,0.002582,0.03,0.601243,0.15,0.644737,0
0.702128,21,0.03996,0.01,0.589854,0.1,0.002592,0.11,0.631279,0.02,0.561404,0
0.723404,8,0.046836,0.14,0.681047,0.07,0.003062,0.13,0.6797,0.08,0.488158,1
0.744681,7,0.049748,0.09,0.752752,0.12,0.003299,0.09,0.722941,0,0.431579,1
0.765957,36,0.040141,0.02,0.756323,0.08,0.002653,0.02,0.697566,0.12,0.548246,0
0.787234,38,0.040681,0.06,0.73133,0.06,0.002665,0.14,0.653806,0.08,0.601754,0
0.808511,40,0.040561,0,0.687742,0.07,0.002657,0.14,0.611082,0.08,0.668421,0
0.829787,9,0.040261,0.06,0.660071,0.05,0.002621,0.03,0.58001,0.12,0.700877,0
0.851064,30,0.041191,0.03,0.641922,0.11,0.00268,0.07,0.55334,0.12,0.722807,1
0.87234,31,0.03996,0.07,0.619012,0.13,0.002516,0.1,0.522009,0.03,0.714912,0
0.893617,50,0.03993,0.11,0.5723,0.01,0.002381,0.15,0.492491,0.1,0.714912,0
0.914894,50,0.03993,0,0.522315,0.01,0.001888,0.01,0.460642,0.15,0.714912,0
0.93617,40,0.040531,0.09,0.555043,0.13,0.00166,0.15,0.433972,0.02,0.714912,0
0.957447,32,0.03996,0.06,0.565903,0,0.001722,0.09,0.416624,0,0.714912,0
0.978723,32,0.040501,0.11,0.550729,0.14,0.002534,0.02,0.496893,0.13,0.650877,0
1,17,0.041462,0.1,0.533918,0.12,0.00263,0.12,0.498964,0.13,0.676754,1
0,13,0.040351,0.08,0.522315,0.08,0.002254,0.11,0.47825,0.02,0.711842,1
0.021277,35,0.03966,0.01,0.508033,0.02,0.002613,0.12,0.457535,0,0.745175,0
0.042553,47,0.043263,0.13,0.475602,0.09,0.002869,0.08,0.510098,0.05,0.621053,1
0.06383,29,0.03891,0.01,0.431866,0.08,0.002597,0.14,0.494562,0.02,0.645614,0
0.085106,12,0.04002,0.01,0.372508,0.14,0.002682,0.04,0.451579,0.01,0.692105,0
0.106383,20,0.0393,0.09,0.326986,0.15,0.002632,0.06,0.413257,0.11,0.748246,0
0.12766,29,0.036868,0.07,0.275513,0.13,0.002374,0.08,0.371051,0.04,0.794298,0
0.148936,46,0.034616,0.04,0.241,0.12,0.001961,0.11,0.333506,0.09,0.816228,0
0.170213,44,0.031464,0.1,0.22166,0.13,0.001921,0.06,0.310202,0.13,0.810088,0
0.191489,23,0.030833,0.05,0.217495,0.09,0.001658,0.09,0.302693,0,0.816228,0
0.212766,23,0.032785,0.01,0.241148,0.02,0.001074,0.05,0.305023,0.1,0.794298,0
0.234043,50,0.033385,0.05,0.285927,0.03,0.00221,0.09,0.334024,0.06,0.790789,0
0.255319,9,0.038309,0.01,0.378756,0.01,0.002563,0.05,0.399275,0.09,0.660965,0
0.276596,4,0.036388,0.14,0.459685,0.08,0.002435,0.02,0.469446,0.13,0.634211,0
0.297872,37,0.037739,0,0.47947,0.15,0.002507,0.09,0.505179,0.04,0.602193,0
0.319149,5,0.035727,0.05,0.559952,0.14,0.002337,0.05,0.570171,0.1,0.561842,0
0.340426,50,0.03918,0.03,0.5964,0.02,0.002563,0.01,0.633868,0.04,0.569298,0
0.361702,20,0.03927,0.05,0.617525,0.12,0.002567,0.15,0.669601,0.08,0.549123,0
0.382979,20,0.03933,0.14,0.658137,0.03,0.002574,0.13,0.692128,0.08,0.522368,0
0.404255,37,0.03933,0.13,0.669741,0.05,0.002599,0.02,0.685396,0.03,0.508333,0
0.425532,37,0.03933,0.03,0.65055,0.07,0.002615,0.15,0.669601,0.09,0.50307,0
0.446809,18,0.03933,0.01,0.624963,0.15,0.002617,0.1,0.670119,0.03,0.514912,1
0.468085,1,0.03933,0.12,0.602648,0.05,0.002621,0,0.672967,0.05,0.493421,1
0.489362,16,0.03933,0.02,0.598185,0.05,0.002626,0.12,0.675039,0.02,0.484211,1
0.510638,24,0.03933,0.01,0.589854,0.04,0.002626,0,0.673744,0.03,0.484211,1
0.531915,27,0.03933,0.13,0.574383,0.06,0.002617,0.11,0.691611,0.1,0.419737,1
0.553191,9,0.03933,0.09,0.572746,0.15,0.002611,0.13,0.73537,0.12,0.339035,1
0.574468,44,0.03933,0.09,0.556084,0.06,0.002617,0.11,0.742103,0.09,0.352632,1
0.595745,6,0.03933,0.15,0.547754,0.1,0.002609,0,0.735888,0.13,0.374123,1
0.617021,32,0.03933,0.1,0.548944,0.14,0.002605,0.06,0.732263,0.12,0.367982,1
0.638298,35,0.03933,0.07,0.549093,0.05,0.002601,0.04,0.721647,0.04,0.418421,1
0.659574,24,0.03933,0.05,0.558762,0.03,0.002592,0.06,0.702227,0.05,0.457456,1
0.680851,1,0.03933,0.02,0.579738,0.09,0.002582,0.12,0.680476,0.03,0.503509,1
0.702128,14,0.03933,0.04,0.635674,0,0.002586,0.12,0.690316,0.15,0.504825,1
0.723404,2,0.051879,0.05,0.728355,0.02,0.003425,0.08,0.733558,0.12,0.40614,1
0.744681,31,0.044284,0.15,0.822821,0.15,0.002962,0.03,0.782755,0.08,0.386842,1
0.765957,40,0.044284,0.01,0.834424,0,0.002977,0.08,0.766701,0.02,0.428509,1
0.787234,16,0.042873,0.06,0.813002,0.1,0.002867,0.05,0.718281,0.05,0.516228,1
0.808511,46,0.041011,0.09,0.772538,0.1,0.002709,0.07,0.672191,0.08,0.59386,1
0.829787,35,0.048187,0.13,0.749331,0.03,0.003174,0.07,0.637494,0.01,0.587281,1
0.851064,36,0.058965,0.07,0.737578,0.06,0.003895,0.05,0.608234,0.03,0.635526,1
0.87234,46,0.047946,0.13,0.704999,0,0.003174,0.14,0.575867,0.07,0.629386,1
0.893617,39,0.04008,0.12,0.659328,0.01,0.00257,0.01,0.54117,0.06,0.671053,1
0.914894,40,0.03933,0.14,0.602648,0.13,0.002175,0.14,0.497929,0.06,0.671053,0
0.93617,28,0.041371,0.09,0.637905,0.03,0.002235,0.07,0.487053,0.15,0.671053,1
0.957447,21,0.03963,0.08,0.632104,0.1,0.001774,0.13,0.466857,0.02,0.671053,0
0.978723,30,0.03987,0.06,0.613508,0.09,0.002611,0.14,0.548679,0,0.601754,0
1,3,0.041101,0.09,0.589259,0.07,0.002713,0.12,0.543242,0.03,0.622807,1
0,26,0.041762,0.12,0.57349,0.04,0.002777,0.04,0.53392,0.09,0.632018,1
0.021277,9,0.038309,0.02,0.550729,0.1,0.002555,0.01,0.505438,0.03,0.675,0
0.042553,19,0.042062,0,0.52053,0.06,0.002811,0.03,0.554894,0.02,0.545175,1
0.06383,15,0.038219,0.07,0.476198,0.01,0.002576,0.14,0.526152,0.1,0.608772,0
0.085106,7,0.04002,0.15,0.411633,0.01,0.002455,0.04,0.48291,0.04,0.59693,1
0.106383,42,0.03933,0.07,0.371169,0.09,0.00221,0.02,0.444329,0.11,0.640789,0
0.12766,30,0.038309,0.14,0.318655,0.03,0.002077,0.12,0.40057,0.09,0.706579,0
0.148936,27,0.03933,0.02,0.286373,0.12,0.001577,0.05,0.357069,0.04,0.662719,0
0.170213,26,0.038699,0.15,0.262868,0.11,0.000976,0.08,0.333506,0,0.662719,0
0.191489,6,0.038699,0.1,0.260339,0.1,0.000976,0.14,0.317193,0.09,0.662719,0
0.212766,17,0.038699,0.13,0.287861,0.11,0.000976,0.03,0.327033,0.09,0.662719,0
0.234043,34,0.038699,0.01,0.339185,0.07,0.000976,0,0.348265,0.1,0.662719,0
0.255319,11,0.038579,0.14,0.435436,0.08,0.002198,0.1,0.425686,0.06,0.637281,0
0.276596,25,0.036478,0,0.531389,0.13,0.002453,0.04,0.491455,0.15,0.628509,0
0.297872,20,0.037619,0.01,0.553853,0,0.002509,0.01,0.517349,0.12,0.605702,0
0.319149,3,0.037709,0.05,0.639691,0,0.002484,0.11,0.590627,0.14,0.540789,0
0.340426,47,0.04011,0.01,0.687593,0.1,0.002634,0.1,0.668824,0.02,0.498684,0
0.361702,21,0.03945,0.04,0.703957,0.05,0.002599,0.15,0.712325,0,0.475439,0
0.382979,20,0.043383,0.07,0.742041,0,0.002867,0.12,0.73796,0.08,0.435526,1
0.404255,42,0.043893,0.02,0.748438,0.05,0.002933,0.13,0.727602,0.12,0.449561,1
0.425532,31,0.043473,0.15,0.717792,0.07,0.002923,0.08,0.711807,0.09,0.450877,1
0.446809,4,0.06551,0.05,0.6867,0.1,0.004435,0.06,0.704557,0.08,0.408772,1
0.468085,50,0.043353,0,0.659923,0.04,0.002954,0.12,0.685137,0.15,0.439035,1
0.489362,47,0.042002,0.14,0.635228,0.06,0.002856,0.07,0.675039,0,0.422807,1
0.510638,17,0.03948,0.05,0.617971,0.02,0.002673,0.05,0.655878,0.11,0.471491,0
0.531915,12,0.038699,0.04,0.5964,0.06,0.002611,0.14,0.651217,0.11,0.425877,0
0.553191,1,0.039,0.07,0.587325,0.12,0.002636,0.06,0.678664,0.05,0.372807,0
0.574468,12,0.039,0.15,0.572002,0,0.002642,0.03,0.685914,0.05,0.364474,0
0.595745,33,0.038699,0.15,0.560101,0.13,0.002615,0.05,0.67711,0.14,0.375877,0
0.617021,4,0.071875,0.14,0.569771,0.1,0.004863,0.05,0.672708,0.13,0.355263,1
0.638298,9,0.043173,0.15,0.568878,0.07,0.002937,0.03,0.659244,0.03,0.373684,1
0.659574,10,0.03927,0.01,0.581821,0.13,0.002657,0.13,0.656655,0.14,0.414912,0
0.680851,18,0.039,0.04,0.608747,0.08,0.002626,0.07,0.637752,0.14,0.490789,0
0.702128,50,0.041101,0.06,0.675245,0.06,0.002748,0.12,0.653547,0.11,0.462719,0
0.723404,50,0.058364,0.14,0.777745,0.11,0.003864,0.14,0.693423,0,0.479825,1
0.744681,39,0.096103,0.15,0.874591,0.09,0.006421,0.06,0.755049,0.01,0.419298,1
0.765957,10,0.074667,0.09,0.887236,0.13,0.00506,0.13,0.749094,0.11,0.418421,1
0.787234,4,0.044434,0.04,0.875335,0.1,0.002987,0.1,0.70378,0.08,0.529825,1
0.808511,23,0.044404,0.1,0.840375,0.02,0.00297,0.1,0.662351,0.13,0.558333,1
0.829787,29,0.059896,0.08,0.8072,0.12,0.004022,0.14,0.623252,0.04,0.578509,1
0.851064,32,0.107992,0.07,0.793514,0.12,0.007245,0.05,0.600207,0.05,0.660526,1
0.87234,9,0.09232,0.09,0.770604,0.14,0.006192,0.12,0.573019,0,0.610088,1
0.893617,3,0.041972,0.15,0.721958,0.05,0.002823,0.06,0.541688,0.03,0.629825,0
0.914894,38,0.038609,0.13,0.664832,0.04,0.002572,0.02,0.505955,0.14,0.685965,0
0.93617,21,0.04008,0.08,0.687742,0.11,0.002644,0,0.494045,0.04,0.717105,0
0.957447,45,0.03885,0,0.676584,0.01,0.002574,0.08,0.479544,0.09,0.712719,0
0.978723,25,0.040891,0.05,0.65055,0.01,0.002719,0.01,0.565251,0.1,0.565351,0
1,0,0.03936,0.07,0.624665,0.12,0.00263,0.03,0.544278,0.1,0.642982,0
0,6,0.03987,0.01,0.601012,0,0.002661,0.06,0.518643,0.15,0.672368,0
0.021277,44,0.038699,0.14,0.575275,0.04,0.002574,0.07,0.491714,0.12,0.691228,0
0.042553,33,0.040801,0.04,0.538233,0.01,0.002732,0.07,0.542206,0.1,0.583772,0
0.06383,44,0.03897,0.02,0.492562,0.12,0.002619,0.08,0.516054,0.08,0.616228,0
0.085106,15,0.046565,0.05,0.434841,0.13,0.003132,0.04,0.483428,0.03,0.644298,1
0.106383,1,0.038699,0.12,0.385153,0.06,0.002158,0,0.435008,0.03,0.662719,0
0.12766,39,0.038699,0.07,0.335019,0.01,0.001726,0.05,0.387882,0.01,0.662719,0
0.148936,44,0.038699,0.01,0.294109,0.03,0.000953,0.13,0.343863,0.04,0.662719,0
0.170213,21,0.038699,0.06,0.27105,0.07,0.000953,0.04,0.31564,0.06,0.662719,0
0.191489,36,0.038699,0.09,0.269116,0.11,0.000906,0.12,0.302952,0.09,0.662719,0
0.212766,14,0.038699,0.13,0.29277,0,0.000976,0.13,0.316416,0.13,0.662719,0
0.234043,36,0.038699,0.11,0.336805,0.07,0.000976,0.02,0.336354,0.06,0.662719,0
0.255319,12,0.038699,0.04,0.432609,0.12,0.001755,0.15,0.410668,0.02,0.61886,0
0.276596,43,0.036147,0.04,0.520381,0.08,0.00243,0.08,0.481098,0.09,0.639035,0
0.297872,1,0.038489,0.05,0.544035,0.08,0.002555,0.05,0.508286,0.08,0.625877,0
0.319149,44,0.037739,0.07,0.644749,0.12,0.002486,0.02,0.578457,0.13,0.575,0
0.340426,48,0.040891,0.12,0.702767,0.09,0.002678,0.05,0.656396,0.05,0.538596,0
0.361702,11,0.040351,0.15,0.736239,0,0.002655,0.01,0.693423,0.11,0.524561,0
0.382979,27,0.044224,0.07,0.785183,0.04,0.002908,0.06,0.716727,0.05,0.489912,0
0.404255,11,0.044524,0.09,0.795001,0.08,0.002964,0,0.704816,0.12,0.497807,0
0.425532,16,0.044254,0.15,0.773431,0.02,0.00297,0,0.693423,0.08,0.49693,0
0.446809,24,0.044224,0.11,0.743826,0.08,0.002981,0.06,0.671932,0.09,0.511842,0
0.468085,32,0.044674,0.03,0.720173,0.02,0.003006,0.15,0.657172,0.07,0.505263,0
0.489362,44,0.043083,0.11,0.70366,0.07,0.002912,0.01,0.64552,0.03,0.525877,0
0.510638,37,0.044374,0.11,0.685957,0.02,0.003012,0.12,0.622734,0.08,0.525439,0
0.531915,49,0.043503,0.09,0.670336,0,0.002964,0.07,0.621958,0.12,0.508772,0
0.553191,12,0.044734,0.07,0.657096,0.04,0.003056,0.09,0.642413,0.03,0.439474,0
0.574468,4,0.043203,0,0.645939,0.04,0.002958,0.01,0.641636,0.04,0.460088,0
0.595745,24,0.042813,0.13,0.63255,0.04,0.002927,0.1,0.422915,0.11,0.446053,0
0.617021,10,0.043083,0.09,0.625409,0.06,0.002931,0.13,0.62144,0.08,0.470175,0
0.638298,23,0.042092,0.09,0.627343,0.03,0.00286,0.11,0.605127,0.05,0.519298,0
0.659574,16,0.03927,0.04,0.635525,0.06,0.002636,0,0.585966,0.11,0.547807,0
0.680851,35,0.03912,0.1,0.660666,0.04,0.002603,0.13,0.582341,0.01,0.606579,0
0.702128,19,0.041702,0.15,0.712288,0.01,0.002761,0.1,0.603055,0.08,0.603947,0
0.723404,38,0.051519,0.06,0.777893,0.1,0.003392,0.12,0.654842,0.01,0.569298,1
0.744681,9,0.044794,0.11,0.82654,0.05,0.002958,0.03,0.714656,0,0.467544,0
0.765957,21,0.043893,0.06,0.825945,0.06,0.002921,0.11,0.706629,0.13,0.544737,0
0.787234,22,0.042512,0.06,0.794109,0.13,0.002804,0.12,0.676592,0.08,0.585526,0
0.808511,26,0.042783,0.01,0.755132,0.05,0.002823,0.1,0.629467,0.02,0.633772,0
0.829787,38,0.05269,0,0.722702,0.02,0.003481,0.15,0.601502,0.03,0.646053,1
0.851064,49,0.047796,0.08,0.697263,0.02,0.003184,0.15,0.57535,0.08,0.656579,1
0.87234,3,0.042122,0.04,0.667063,0.02,0.002823,0.1,0.545831,0.04,0.642544,0
0.893617,41,0.043383,0.11,0.628831,0.13,0.002929,0.03,0.510616,0.15,0.592544,1
0.914894,31,0.038759,0.11,0.584201,0.05,0.002624,0.07,0.475401,0.04,0.670614,0
0.93617,37,0.042452,0.09,0.635525,0.06,0.002846,0.07,0.467892,0.09,0.659211,1
0.957447,29,0.042813,0.02,0.653526,0.03,0.002902,0.14,0.470999,0.15,0.635088,1
0.978723,20,0.05281,0.01,0.640583,0.04,0.003585,0,0.560073,0.01,0.496053,1
1,48,0.046025,0.11,0.606665,0.01,0.003139,0.06,0.54117,0.02,0.559211,1
0,25,0.041702,0.09,0.569176,0.06,0.002831,0.07,0.51709,0.1,0.585965,0
0.021277,4,0.043113,0.01,0.553853,0,0.00291,0.12,0.494045,0.01,0.628509,1
0.042553,13,0.045905,0.06,0.523059,0.07,0.003087,0.13,0.538322,0.14,0.562719,1
0.06383,20,0.043413,0.1,0.473073,0.14,0.002925,0.07,0.508545,0.08,0.609649,1
0.085106,45,0.044524,0.04,0.411931,0.08,0.002987,0.02,0.462714,0.06,0.662719,1
0.106383,8,0.03918,0.11,0.357334,0.06,0.002347,0.1,0.41507,0.06,0.725877,0
0.12766,11,0.036808,0.04,0.308242,0.02,0.002318,0.02,0.37623,0.02,0.794298,0
0.148936,21,0.038699,0.07,0.264653,0.04,0.001477,0.06,0.337908,0.15,0.816228,0
0.170213,38,0.038699,0.02,0.235942,0.1,0.001643,0.07,0.307872,0.07,0.838158,0
0.191489,21,0.038699,0.12,0.219578,0.12,0.001172,0.01,0.284309,0.06,0.838158,0
0.212766,40,0.034136,0.01,0.216007,0.08,0.000976,0.04,0.268255,0.08,0.838158,0
0.234043,44,0.038699,0.01,0.231479,0.02,0.001051,0.03,0.272657,0.14,0.838158,0
0.255319,42,0.038699,0,0.262719,0.11,0.001172,0.06,0.288711,0.04,0.816228,0
0.276596,36,0.038549,0.05,0.304969,0.07,0.001951,0.08,0.308389,0.04,0.816228,0
0.297872,2,0.038699,0,0.362095,0,0.001772,0.03,0.296737,0.08,0.816228,0
0.319149,6,0.035277,0.04,0.463404,0.08,0.001685,0.08,0.328586,0.04,0.814035,0
0.340426,40,0.038639,0.06,0.555638,0.03,0.001867,0.14,0.387882,0.05,0.802632,0
0.361702,43,0.038249,0.12,0.620351,0.02,0.002445,0.15,0.440445,0.12,0.785526,0
0.382979,22,0.038699,0.05,0.670187,0.01,0.002484,0.09,0.476955,0.07,0.746491,0
0.404255,41,0.03882,0.03,0.679857,0.12,0.002524,0.13,0.479803,0.09,0.698246,0
0.425532,24,0.03894,0.04,0.654865,0.12,0.002565,0.1,0.486277,0.04,0.686404,0
0.446809,46,0.03957,0.08,0.617525,0.12,0.002613,0.15,0.465821,0,0.704825,0
0.468085,13,0.0399,0.01,0.577209,0.08,0.002651,0.06,0.446142,0.07,0.720614,0
0.489362,26,0.038699,0.03,0.544481,0.1,0.002372,0.05,0.431124,0.09,0.726316,0
0.510638,44,0.038699,0.09,0.509967,0.07,0.001674,0.14,0.401605,0.04,0.726316,0
0.531915,33,0.038699,0.01,0.482446,0.01,0.001737,0.05,0.386846,0.13,0.726316,0
0.553191,26,0.038699,0.13,0.451503,0.03,0.00236,0.12,0.406007,0.12,0.726316,0
0.574468,14,0.038699,0.03,0.430229,0.14,0.001892,0.13,0.393837,0.11,0.726316,0
0.595745,34,0.038699,0.02,0.413716,0.06,0.001379,0.11,0.378301,0.01,0.726316,0
0.617021,8,0.038699,0.01,0.406129,0.04,0.001589,0.07,0.369498,0.06,0.726316,0
0.638298,31,0.038699,0.04,0.408509,0.06,0.001124,0.14,0.34697,0.03,0.726316,0
0.659574,22,0.038699,0.04,0.427849,0.07,0.001784,0.09,0.352408,0.06,0.726316,0
0.680851,41,0.038699,0.09,0.464296,0.13,0.001369,0.11,0.342828,0.04,0.726316,0
0.702128,39,0.038669,0.03,0.544035,0.14,0.002356,0.04,0.379596,0.04,0.726316,0
0.723404,9,0.037679,0,0.637162,0.03,0.002445,0.14,0.447437,0.02,0.699123,0
0.744681,20,0.044013,0.01,0.742934,0.08,0.002867,0.04,0.544019,0.05,0.630702,1
0.765957,31,0.042722,0.05,0.76748,0.05,0.002823,0.06,0.561885,0.12,0.635965,1
0.787234,33,0.040921,0.02,0.746206,0.1,0.00269,0.08,0.534697,0.12,0.699123,1
0.808511,38,0.041251,0.13,0.699792,0.13,0.002703,0.07,0.502848,0.06,0.702193,1
0.829787,1,0.042272,0.12,0.666171,0.01,0.002788,0.01,0.469187,0,0.729825,1
0.851064,26,0.043743,0.09,0.640881,0.09,0.002902,0.14,0.447954,0.05,0.717105,1
0.87234,43,0.041401,0.05,0.616781,0.11,0.002345,0.06,0.42957,0.03,0.726316,1
0.893617,21,0.040321,0.11,0.583755,0.04,0.001778,0.09,0.402123,0.1,0.726316,1
0.914894,31,0.03882,0.03,0.546415,0,0.002158,0.07,0.392284,0.1,0.726316,0
0.93617,5,0.03975,0.1,0.554894,0.05,0.002129,0.13,0.389694,0.1,0.726316,0
0.957447,22,0.03975,0.13,0.550729,0,0.002293,0.02,0.400829,0.01,0.725877,0
0.978723,41,0.045665,0.04,0.536745,0.15,0.003016,0,0.474366,0,0.628509,1
1,34,0.03975,0.03,0.501041,0.15,0.002638,0.04,0.46608,0.01,0.691228,0
0,40,0.038699,0.05,0.455668,0.01,0.002491,0,0.453133,0.04,0.726316,0
0.021277,39,0.038699,0.09,0.404344,0.1,0.002158,0.1,0.419731,0.06,0.726316,0
0.042553,8,0.03894,0.05,0.364624,0.11,0.00257,0.03,0.469446,0.1,0.645175,0
0.06383,27,0.038669,0.07,0.326242,0.12,0.002459,0.15,0.443811,0.05,0.713596,0
0.085106,38,0.044404,0.14,0.274174,0,0.002445,0.14,0.402123,0.01,0.662719,1
0.106383,18,0.037709,0.03,0.237578,0.09,0.001786,0.05,0.355515,0.06,0.706579,0
0.12766,24,0.038699,0.12,0.211693,0.07,0.001442,0.06,0.318229,0.04,0.728509,0
0.148936,4,0.032815,0.11,0.178518,0.02,0.001776,0.01,0.285085,0.07,0.838158,0
0.170213,8,0.031164,0.06,0.168997,0.03,0.001224,0.06,0.255308,0.13,0.860088,0
0.191489,1,0.029512,0.02,0.158733,0.14,0.000976,0.11,0.222941,0.12,0.860088,0
0.212766,11,0.030563,0.1,0.159923,0.01,0.000931,0.08,0.206111,0.01,0.860088,0
0.234043,27,0.032755,0.09,0.173014,0,0.00086,0.13,0.191611,0.06,0.860088,0
0.255319,39,0.036418,0.13,0.191758,0.14,0.000931,0.11,0.198084,0.09,0.860088,0
0.276596,5,0.020956,0.06,0.221214,0.07,0.00087,0.05,0.184878,0.01,0.910965,0
0.297872,37,0.022307,0.11,0.249331,0.09,0.000906,0.08,0.15044,0.11,0.945614,0
0.319149,19,0.034046,0.14,0.321035,0.1,0.000931,0.08,0.166235,0.1,0.923684,0
0.340426,24,0.03927,0.01,0.412972,0.05,0.000976,0.09,0.219834,0.03,0.923684,1
0.361702,29,0.0399,0.13,0.491074,0.11,0.000899,0.01,0.25738,0.06,0.864912,1
0.382979,1,0.040231,0.05,0.566498,0,0.000976,0,0.282237,0.1,0.821053,1
0.404255,1,0.040381,0.07,0.625112,0.11,0.000953,0,0.296737,0.06,0.777193,1
0.425532,9,0.044584,0.01,0.642815,0.09,0.000976,0.07,0.29855,0.14,0.726316,1
0.446809,33,0.044043,0.01,0.64341,0.06,0.000976,0.01,0.284309,0.13,0.726316,1
0.468085,48,0.042212,0.14,0.642963,0.05,0.001435,0.11,0.285085,0.09,0.78114,1
0.489362,8,0.045755,0.11,0.63493,0.09,0.002393,0.01,0.268255,0.06,0.692105,1
0.510638,36,0.044073,0.03,0.624517,0.01,0.00227,0.08,0.264112,0.01,0.78114,1
0.531915,37,0.044374,0.07,0.599375,0.02,0.000976,0.13,0.256862,0,0.78114,1
0.553191,14,0.043653,0.01,0.573341,0.13,0.000976,0,0.270326,0.12,0.78114,1
0.574468,9,0.043833,0.03,0.558762,0.05,0.000976,0.09,0.256344,0.11,0.78114,1
0.595745,38,0.043623,0.05,0.548051,0.03,0.001176,0.14,0.250129,0.04,0.78114,1
0.617021,20,0.042032,0.08,0.547605,0,0.001776,0.14,0.243138,0.1,0.835965,1
0.638298,40,0.041371,0.03,0.551919,0.02,0.000976,0.05,0.239254,0.15,0.835965,1
0.659574,31,0.042632,0.06,0.577655,0.05,0.000976,0.09,0.24262,0,0.835965,1
0.680851,33,0.042152,0.06,0.611871,0,0.000976,0.13,0.249353,0.1,0.835965,1
0.702128,0,0.042332,0.04,0.672716,0.04,0.001417,0.11,0.284309,0.04,0.839474,1
0.723404,32,0.041401,0.13,0.722702,0.01,0.001259,0.09,0.361989,0.11,0.736842,1
0.744681,41,0.044224,0.02,0.789795,0.15,0.002894,0.11,0.473071,0.01,0.641228,1
0.765957,19,0.043683,0.01,0.802737,0.12,0.002879,0.08,0.512688,0.06,0.701754,1
0.787234,6,0.041972,0.01,0.78072,0.05,0.002518,0.03,0.497411,0.03,0.762281,1
0.808511,35,0.042783,0.08,0.749033,0.12,0.002707,0.12,0.476178,0.08,0.758772,1
0.829787,42,0.053861,0.13,0.731032,0.06,0.003112,0,0.459865,0.09,0.707895,1
0.851064,15,0.045665,0.08,0.719429,0.12,0.002995,0.14,0.445106,0.14,0.709649,1
0.87234,32,0.044164,0.11,0.689081,0.03,0.002422,0.11,0.429052,0.14,0.726316,1
0.893617,24,0.042212,0.05,0.633889,0.15,0.002551,0,0.412998,0.08,0.770175,1
0.914894,40,0.040801,0.08,0.580928,0.14,0.001872,0.05,0.385293,0.15,0.770175,1
0.93617,43,0.041221,0,0.573193,0.08,0.002441,0.14,0.372864,0.04,0.791228,1
0.957447,24,0.041251,0.08,0.566349,0.15,0.002119,0.11,0.367426,0.01,0.785088,1
0.978723,50,0.040981,0.06,0.529753,0.09,0.002428,0.13,0.440704,0.09,0.694737,1
1,46,0.040231,0.15,0.487057,0,0.002416,0.07,0.437856,0.14,0.726316,1
0,42,0.040231,0.1,0.444213,0.06,0.002175,0.02,0.432677,0.08,0.726316,1
0.021277,14,0.03933,0.08,0.404939,0.01,0.002273,0.14,0.411186,0.12,0.770175,0
0.042553,37,0.041011,0.15,0.365665,0,0.002696,0.14,0.467633,0.1,0.678947,1
0.06383,49,0.04002,0.14,0.336805,0.06,0.002636,0,0.44407,0.11,0.744298,0
0.085106,40,0.044614,0.07,0.299464,0.04,0.002582,0.06,0.416624,0.02,0.706579,1
0.106383,22,0.040231,0.01,0.27834,0.1,0.002021,0.07,0.374417,0.15,0.706579,1
0.12766,47,0.040231,0.12,0.243677,0.08,0.002065,0,0.343863,0.01,0.750439,1
0.148936,21,0.03972,0.04,0.228355,0.14,0.002038,0.09,0.307354,0.1,0.794298,0
0.170213,19,0.030113,0.14,0.218982,0.04,0.001982,0.07,0.287416,0.03,0.860088,0
0.191489,15,0.030113,0.15,0.225231,0.07,0.001849,0.09,0.273692,0.04,0.860088,0
0.212766,21,0.031704,0.14,0.258108,0.01,0.001951,0.02,0.291041,0.08,0.860088,0
0.234043,18,0.032815,0.15,0.308539,0.1,0.002154,0.06,0.319782,0.14,0.860088,0
0.255319,48,0.034826,0.07,0.41803,0.13,0.0022,0.02,0.396427,0.11,0.765351,0
0.276596,36,0.036147,0,0.52767,0.06,0.00242,0.07,0.490678,0,0.683333,0
0.297872,12,0.036688,0.07,0.562928,0.06,0.002432,0.04,0.534697,0.05,0.627632,0
0.319149,1,0.037348,0.05,0.651294,0.08,0.002455,0.01,0.61419,0.1,0.553509,0
0.340426,32,0.03915,0.06,0.692205,0.12,0.00258,0.15,0.673226,0.1,0.522368,0
0.361702,11,0.041552,0.08,0.697263,0.14,0.002744,0.13,0.68436,0.03,0.491228,1
0.382979,22,0.043293,0.06,0.738173,0.13,0.002865,0.03,0.69912,0.09,0.496491,1
0.404255,2,0.042572,0,0.743677,0.03,0.002819,0,0.686173,0.11,0.509211,1
0.425532,3,0.042212,0.12,0.722404,0.08,0.002808,0.14,0.680476,0.12,0.504825,1
0.446809,42,0.047496,0.01,0.696965,0.09,0.00318,0.12,0.657431,0.03,0.513596,1
0.468085,35,0.042813,0.05,0.673609,0,0.002892,0.11,0.642672,0.02,0.489912,1
